index,pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
1424,6376,2022-10-04,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1407,56-65,Rabbit
1504,6376,2023-09-23,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1407,56-65,Rabbit
1361,7970,2022-06-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
927,7970,2022-07-19,Walking,29.0,,,1419,36-45,Hamster
1164,7970,2022-10-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
1536,7970,2023-01-31,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
889,7970,2023-03-22,Resting,15.0,,,1419,36-45,Hamster
1081,7970,2023-08-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1419,36-45,Hamster
1454,8993,2022-07-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1424,66+,Cat
971,8993,2023-06-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1424,66+,Cat
1614,8993,2023-06-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1424,66+,Cat
1287,379,2022-05-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1444,36-45,Cat
501,9,2022-06-01,Playing,80.0,,,1451,46-55,Hamster
1820,9,2023-01-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1451,46-55,Hamster
1707,9,2023-08-02,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",1451,46-55,Hamster
1535,9,2023-12-01,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1451,46-55,Hamster
1191,9,2023-12-15,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1451,46-55,Hamster
1381,7757,2022-05-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1457,18-25,Hamster
661,7757,2022-08-31,Resting,46.0,,,1457,18-25,Hamster
238,7757,2023-06-08,Resting,,,,1457,18-25,Hamster
1788,7757,2023-06-09,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1457,18-25,Hamster
1303,7757,2023-08-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1457,18-25,Hamster
457,7757,2023-10-22,Resting,8.0,,,1457,18-25,Hamster
615,9539,2022-12-07,Playing,2.0,,,1495,56-65,Dog
565,9539,2023-02-03,Resting,41.0,,,1495,56-65,Dog
60,9539,2023-08-19,Resting,52.0,,,1495,56-65,Dog
469,9539,2023-09-06,Playing,49.0,,,1495,56-65,Dog
1432,9539,2023-09-25,Health,0.0,Injury,Physical therapy recommended for joint issues,1495,56-65,Dog
1722,9539,2023-10-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1495,56-65,Dog
1434,9539,2023-10-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1495,56-65,Dog
595,9539,2023-10-22,Walking,78.0,,,1495,56-65,Dog
1104,9227,2023-01-06,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1502,56-65,Hamster
1582,9227,2023-10-29,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1502,56-65,Hamster
920,1993,2022-05-04,Playing,78.0,,,1558,66+,Hamster
1596,2299,2022-05-27,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1559,18-25,Hamster
879,2299,2022-06-23,Playing,27.0,,,1559,18-25,Hamster
154,2299,2023-06-20,Resting,13.0,,,1559,18-25,Hamster
151,4726,2022-09-22,Walking,34.0,,,1578,66+,Rabbit
371,4726,2022-11-17,Playing,74.0,,,1578,66+,Rabbit
424,4726,2022-11-26,Walking,,,,1578,66+,Rabbit
1464,4726,2023-07-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1578,66+,Rabbit
1564,1169,2022-11-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1614,56-65,Cat
1168,1169,2022-12-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1614,56-65,Cat
195,1169,2023-01-30,Walking,22.0,,,1614,56-65,Cat
570,1169,2023-04-25,Playing,12.0,,,1614,56-65,Cat
669,1169,2023-08-20,Playing,78.0,,,1614,56-65,Cat
1441,1169,2023-11-22,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1614,56-65,Cat
662,1564,2022-12-05,Resting,17.0,,,1621,18-25,Rabbit
751,1564,2023-02-02,Resting,40.0,,,1621,18-25,Rabbit
354,1564,2023-05-10,Walking,,,,1621,18-25,Rabbit
592,239,2023-03-02,Playing,,,,1625,36-45,Fish
1279,239,2023-09-17,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1625,36-45,Fish
1472,239,2023-10-06,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",1625,36-45,Fish
401,239,2023-10-15,Playing,,,,1625,36-45,Fish
830,3946,2022-05-11,Walking,80.0,,,1722,66+,Cat
810,3946,2022-06-13,Playing,69.0,,,1722,66+,Cat
564,3946,2022-10-22,Walking,36.0,,,1722,66+,Cat
510,3946,2023-03-24,Walking,,,,1722,66+,Cat
113,3946,2023-09-02,Walking,10.0,,,1722,66+,Cat
402,3946,2023-11-09,Walking,28.0,,,1722,66+,Cat
1485,5823,2022-07-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1745,36-45,Cat
470,5823,2022-09-06,Walking,37.0,,,1745,36-45,Cat
1000,5823,2023-02-13,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1745,36-45,Cat
650,5823,2023-02-22,Resting,,,,1745,36-45,Cat
138,5823,2023-04-15,Resting,1.0,,,1745,36-45,Cat
1418,1322,2022-05-23,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1748,66+,Fish
1121,1322,2022-06-15,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",1748,66+,Fish
573,1322,2023-01-21,Walking,42.0,,,1748,66+,Fish
1061,1322,2023-04-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1748,66+,Fish
1323,6963,2022-10-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1749,56-65,Rabbit
1781,6963,2022-11-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1749,56-65,Rabbit
522,6963,2023-02-22,Walking,,,,1749,56-65,Rabbit
789,6963,2023-06-12,Walking,33.0,,,1749,56-65,Rabbit
987,6963,2023-11-14,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1749,56-65,Rabbit
302,4643,2023-05-18,Walking,,,,1806,36-45,Hamster
118,4643,2023-07-12,Walking,54.0,,,1806,36-45,Hamster
639,4643,2023-09-08,Resting,,,,1806,36-45,Hamster
728,2235,2022-12-08,Playing,35.0,,,1811,26-35,Cat
1178,1417,2022-06-26,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1834,46-55,Rabbit
1074,1417,2022-09-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",1834,46-55,Rabbit
199,1417,2022-10-23,Walking,33.0,,,1834,46-55,Rabbit
842,1417,2023-05-30,Walking,3.0,,,1834,46-55,Rabbit
685,1417,2023-09-02,Resting,43.0,,,1834,46-55,Rabbit
659,1417,2023-09-21,Playing,2.0,,,1834,46-55,Rabbit
324,1417,2023-09-29,Walking,62.0,,,1834,46-55,Rabbit
320,9008,2023-04-24,Resting,23.0,,,1835,36-45,Rabbit
1358,9008,2023-08-02,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1835,36-45,Rabbit
572,9008,2023-08-14,Playing,85.0,,,1835,36-45,Rabbit
1862,9379,2022-04-21,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1903,46-55,Fish
918,9379,2022-06-28,Playing,,,,1903,46-55,Fish
982,9379,2022-07-01,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1903,46-55,Fish
1851,9379,2023-02-15,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1903,46-55,Fish
925,9379,2023-04-26,Playing,,,,1903,46-55,Fish
1444,9379,2023-10-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1903,46-55,Fish
1177,8518,2022-04-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1912,26-35,Rabbit
399,8518,2022-06-13,Walking,83.0,,,1912,26-35,Rabbit
1779,6205,2022-10-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1937,56-65,Rabbit
1116,6205,2023-07-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1937,56-65,Rabbit
433,6205,2023-09-16,Walking,19.0,,,1937,56-65,Rabbit
1450,7785,2022-04-12,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1955,26-35,Rabbit
1324,7785,2022-09-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1955,26-35,Rabbit
1118,7785,2023-04-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1955,26-35,Rabbit
1161,7785,2023-07-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1955,26-35,Rabbit
812,3147,2022-06-15,Playing,12.0,,,1961,18-25,Dog
1710,3147,2022-10-16,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1961,18-25,Dog
347,3147,2022-11-22,Resting,69.0,,,1961,18-25,Dog
408,3147,2023-12-15,Walking,60.0,,,1961,18-25,Dog
1198,8136,2023-10-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1972,18-25,Dog
588,5071,2022-08-15,Walking,72.0,,,1992,18-25,Fish
636,5071,2023-04-29,Walking,5.0,,,1992,18-25,Fish
1519,5071,2023-06-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1992,18-25,Fish
45,5071,2023-08-09,Walking,40.0,,,1992,18-25,Fish
998,5071,2023-10-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1992,18-25,Fish
1185,5198,2022-06-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2027,36-45,Hamster
1044,5198,2022-07-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2027,36-45,Hamster
822,5198,2023-03-14,Resting,57.0,,,2027,36-45,Hamster
1093,3026,2022-04-09,Health,0.0,Injury,Physical therapy recommended for joint issues,2037,66+,Rabbit
348,3026,2022-08-26,Playing,76.0,,,2037,66+,Rabbit
1869,3026,2023-05-12,Health,0.0,Injury,"Minor surgery performed, recovery monitored",2037,66+,Rabbit
1414,6731,2022-10-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2075,46-55,Dog
1544,6731,2022-12-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2075,46-55,Dog
1764,6731,2023-01-30,Health,0.0,Injury,Physical therapy recommended for joint issues,2075,46-55,Dog
1095,2218,2022-06-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2099,46-55,Rabbit
431,5231,2022-10-16,Playing,,,,2115,36-45,Rabbit
744,5231,2023-03-08,Playing,,,,2115,36-45,Rabbit
1155,9578,2023-01-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2135,46-55,Fish
136,9578,2023-07-31,Playing,79.0,,,2135,46-55,Fish
926,9578,2023-08-30,Playing,29.0,,,2135,46-55,Fish
1624,9578,2023-09-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2135,46-55,Fish
400,9578,2023-10-26,Walking,47.0,,,2135,46-55,Fish
1608,7190,2022-08-29,Health,0.0,Injury,Physical therapy recommended for joint issues,2160,36-45,Hamster
124,7190,2022-09-04,Walking,65.0,,,2160,36-45,Hamster
307,7190,2022-12-13,Walking,,,,2160,36-45,Hamster
250,7190,2023-07-11,Walking,61.0,,,2160,36-45,Hamster
1490,2630,2022-07-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2214,18-25,Cat
790,2630,2022-10-29,Resting,31.0,,,2214,18-25,Cat
1151,4074,2022-09-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2224,36-45,Cat
1344,4074,2023-03-25,Health,0.0,Injury,"Minor surgery performed, recovery monitored",2224,36-45,Cat
1083,4074,2023-08-10,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2224,36-45,Cat
590,2441,2023-07-17,Playing,4.0,,,2238,18-25,Rabbit
895,337,2022-04-03,Resting,20.0,,,2263,36-45,Cat
1246,337,2023-01-01,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2263,36-45,Cat
667,337,2023-04-09,Resting,54.0,,,2263,36-45,Cat
1486,337,2023-05-07,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2263,36-45,Cat
869,337,2023-11-27,Walking,21.0,,,2263,36-45,Cat
339,337,2023-12-21,Playing,32.0,,,2263,36-45,Cat
207,4777,2022-07-06,Resting,40.0,,,2269,36-45,Rabbit
1080,4777,2022-08-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2269,36-45,Rabbit
1665,4777,2022-08-14,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2269,36-45,Rabbit
1571,4777,2022-09-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2269,36-45,Rabbit
962,4777,2023-01-16,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2269,36-45,Rabbit
213,4777,2023-07-22,Walking,,,,2269,36-45,Rabbit
1368,4212,2023-05-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2303,56-65,Dog
1802,4212,2023-08-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2303,56-65,Dog
1515,9115,2022-12-21,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2345,36-45,Fish
294,9115,2023-01-29,Resting,86.0,,,2345,36-45,Fish
858,3057,2022-10-27,Resting,63.0,,,2385,26-35,Hamster
985,3057,2023-03-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2385,26-35,Hamster
1066,3057,2023-08-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2385,26-35,Hamster
824,3057,2023-09-14,Playing,62.0,,,2385,26-35,Hamster
648,8226,2022-06-09,Resting,21.0,,,2391,56-65,Rabbit
1330,8226,2022-08-20,Health,0.0,Injury,Physical therapy recommended for joint issues,2391,56-65,Rabbit
1186,8226,2022-11-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2391,56-65,Rabbit
429,8226,2023-08-22,Walking,56.0,,,2391,56-65,Rabbit
65,8226,2023-09-14,Resting,,,,2391,56-65,Rabbit
1858,8226,2023-09-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2391,56-65,Rabbit
583,8226,2023-11-07,Playing,7.0,,,2391,56-65,Rabbit
1834,8510,2022-06-02,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2392,18-25,Cat
802,8510,2022-07-07,Walking,22.0,,,2392,18-25,Cat
944,8510,2023-04-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2392,18-25,Cat
840,8510,2023-07-19,Resting,90.0,,,2392,18-25,Cat
699,5404,2022-11-14,Walking,19.0,,,2402,36-45,Rabbit
756,5404,2022-11-15,Walking,,,,2402,36-45,Rabbit
1275,5404,2023-06-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2402,36-45,Rabbit
484,5404,2023-10-18,Resting,60.0,,,2402,36-45,Rabbit
133,2733,2022-05-20,Walking,70.0,,,2443,56-65,Rabbit
674,2733,2022-07-08,Playing,31.0,,,2443,56-65,Rabbit
703,2733,2022-11-08,Playing,60.0,,,2443,56-65,Rabbit
149,2733,2023-07-29,Playing,47.0,,,2443,56-65,Rabbit
549,2733,2023-10-15,Playing,54.0,,,2443,56-65,Rabbit
1112,2733,2023-11-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2443,56-65,Rabbit
1443,6332,2022-05-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2456,26-35,Rabbit
395,6332,2022-06-22,Resting,84.0,,,2456,26-35,Rabbit
671,6332,2022-10-24,Walking,,,,2456,26-35,Rabbit
23,6332,2023-12-19,Resting,,,,2456,26-35,Rabbit
365,3154,2022-10-05,Walking,42.0,,,2479,66+,Hamster
992,3154,2023-03-15,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2479,66+,Hamster
1312,5984,2022-04-27,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,2527,18-25,Fish
70,5984,2022-05-17,Playing,66.0,,,2527,18-25,Fish
560,5984,2022-11-19,Playing,45.0,,,2527,18-25,Fish
1579,5984,2023-12-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2527,18-25,Fish
1625,6409,2022-05-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2533,26-35,Fish
1163,6409,2023-04-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2533,26-35,Fish
142,6409,2023-04-17,Walking,40.0,,,2533,26-35,Fish
176,9218,2022-07-11,Resting,73.0,,,2552,26-35,Fish
443,9218,2023-03-26,Resting,58.0,,,2552,26-35,Fish
1868,9218,2023-06-01,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2552,26-35,Fish
1762,9218,2023-11-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2552,26-35,Fish
706,2735,2022-07-14,Resting,,,,2607,66+,Hamster
1160,2735,2023-03-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2607,66+,Hamster
1655,2735,2023-10-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2607,66+,Hamster
867,1540,2022-12-17,Resting,,,,2614,26-35,Rabbit
1194,1540,2023-01-24,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2614,26-35,Rabbit
425,9191,2022-04-14,Walking,43.0,,,2639,66+,Hamster
783,9191,2022-07-10,Resting,44.0,,,2639,66+,Hamster
1382,9191,2022-08-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2639,66+,Hamster
1166,9191,2023-10-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2639,66+,Hamster
1780,4307,2022-04-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2654,56-65,Hamster
394,4307,2022-09-26,Playing,67.0,,,2654,56-65,Hamster
1372,4307,2022-10-11,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2654,56-65,Hamster
96,4307,2023-05-26,Walking,73.0,,,2654,56-65,Hamster
1006,4307,2023-10-16,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2654,56-65,Hamster
946,4761,2023-12-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2664,56-65,Cat
1428,3220,2022-05-05,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,2733,26-35,Fish
301,3220,2022-05-17,Walking,84.0,,,2733,26-35,Fish
1646,3220,2022-12-07,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,2733,26-35,Fish
862,3220,2023-07-06,Walking,30.0,,,2733,26-35,Fish
1110,8967,2022-07-12,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2752,66+,Dog
1297,8967,2023-04-30,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2752,66+,Dog
1586,6534,2023-04-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2761,26-35,Cat
1638,6534,2023-07-08,Health,0.0,Injury,Physical therapy recommended for joint issues,2761,26-35,Cat
1359,6534,2023-10-01,Health,0.0,Injury,Physical therapy recommended for joint issues,2761,26-35,Cat
1728,8354,2022-05-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2769,26-35,Fish
1778,8354,2023-02-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2769,26-35,Fish
254,8354,2023-05-07,Resting,,,,2769,26-35,Fish
626,8354,2023-10-01,Playing,,,,2769,26-35,Fish
466,1925,2022-06-17,Resting,22.0,,,2797,46-55,Dog
1496,1925,2022-06-20,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2797,46-55,Dog
928,1925,2022-06-25,Walking,54.0,,,2797,46-55,Dog
55,1925,2023-05-24,Walking,37.0,,,2797,46-55,Dog
330,8981,2022-05-24,Playing,,,,2804,18-25,Rabbit
1525,8981,2023-03-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2804,18-25,Rabbit
554,7117,2023-10-16,Walking,41.0,,,2814,66+,Hamster
89,7117,2023-11-18,Playing,83.0,,,2814,66+,Hamster
428,7117,2023-12-16,Walking,43.0,,,2814,66+,Hamster
277,1956,2022-07-25,Resting,43.0,,,2818,56-65,Rabbit
1826,1956,2023-09-01,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2818,56-65,Rabbit
1192,1956,2023-09-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2818,56-65,Rabbit
21,1956,2023-11-01,Playing,74.0,,,2818,56-65,Rabbit
1320,1956,2023-11-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2818,56-65,Rabbit
693,4195,2022-06-27,Resting,67.0,,,2829,66+,Fish
306,9874,2022-08-16,Playing,,,,2966,46-55,Fish
173,9874,2023-04-22,Resting,2.0,,,2966,46-55,Fish
654,9874,2023-08-27,Playing,40.0,,,2966,46-55,Fish
255,4098,2022-05-15,Walking,22.0,,,2969,66+,Rabbit
446,4098,2023-11-24,Playing,36.0,,,2969,66+,Rabbit
455,3686,2022-10-26,Playing,9.0,,,2979,26-35,Rabbit
440,3686,2022-12-20,Resting,,,,2979,26-35,Rabbit
11,3686,2023-06-11,Resting,52.0,,,2979,26-35,Rabbit
1621,3686,2023-07-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2979,26-35,Rabbit
1658,3686,2023-07-11,Health,0.0,Injury,"Minor surgery performed, recovery monitored",2979,26-35,Rabbit
1446,3686,2023-12-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2979,26-35,Rabbit
1471,2547,2023-07-04,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3009,36-45,Hamster
179,2547,2023-10-22,Playing,73.0,,,3009,36-45,Hamster
923,1902,2022-08-31,Walking,,,,3039,36-45,Dog
1351,1902,2023-03-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3039,36-45,Dog
742,3617,2022-07-20,Resting,18.0,,,3060,66+,Dog
655,3617,2023-06-18,Resting,,,,3060,66+,Dog
1829,3617,2023-12-22,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3060,66+,Dog
1420,8697,2022-04-07,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3061,18-25,Rabbit
1796,8697,2022-11-25,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3061,18-25,Rabbit
914,8697,2023-07-26,Walking,48.0,,,3061,18-25,Rabbit
1559,1204,2022-10-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3070,18-25,Cat
1469,1204,2023-04-28,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3070,18-25,Cat
500,3885,2022-09-11,Walking,,,,3080,56-65,Cat
621,3885,2023-06-02,Walking,33.0,,,3080,56-65,Cat
743,3885,2023-07-05,Walking,37.0,,,3080,56-65,Cat
975,3885,2023-09-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3080,56-65,Cat
1003,4955,2022-11-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3114,66+,Dog
1215,4955,2023-02-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3114,66+,Dog
1551,1370,2022-06-13,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3138,18-25,Hamster
557,1370,2022-07-23,Walking,6.0,,,3138,18-25,Hamster
1288,1370,2022-08-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3138,18-25,Hamster
797,1370,2022-10-11,Resting,72.0,,,3138,18-25,Hamster
755,1370,2023-04-25,Resting,,,,3138,18-25,Hamster
1800,1370,2023-06-20,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3138,18-25,Hamster
844,4853,2023-03-02,Playing,89.0,,,3162,56-65,Dog
868,4853,2023-03-04,Resting,,,,3162,56-65,Dog
181,1963,2022-09-02,Resting,,,,3173,66+,Dog
795,1963,2022-12-25,Walking,,,,3173,66+,Dog
1840,1963,2023-08-24,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3173,66+,Dog
1019,1963,2023-10-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3173,66+,Dog
981,3767,2022-05-08,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3183,36-45,Dog
1810,3767,2022-07-29,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3183,36-45,Dog
593,3767,2023-01-04,Playing,70.0,,,3183,36-45,Dog
913,3767,2023-08-26,Walking,5.0,,,3183,36-45,Dog
1652,3767,2023-09-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3183,36-45,Dog
1139,6087,2022-07-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3196,26-35,Hamster
344,6087,2022-07-28,Playing,20.0,,,3196,26-35,Hamster
1211,6087,2023-01-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3196,26-35,Hamster
432,6087,2023-05-02,Playing,19.0,,,3196,26-35,Hamster
1064,6087,2023-07-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3196,26-35,Hamster
968,6087,2023-08-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3196,26-35,Hamster
1612,428,2023-03-31,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3245,56-65,Dog
540,8676,2022-08-29,Resting,29.0,,,3252,18-25,Fish
1833,8676,2022-10-13,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3252,18-25,Fish
47,5062,2022-09-25,Resting,36.0,,,3258,36-45,Cat
1499,5062,2023-04-04,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3258,36-45,Cat
1337,7833,2022-04-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3276,46-55,Fish
1642,7833,2022-04-28,Health,0.0,Injury,Physical therapy recommended for joint issues,3276,46-55,Fish
1181,7833,2022-06-28,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3276,46-55,Fish
463,7833,2022-08-10,Resting,74.0,,,3276,46-55,Fish
414,7833,2022-10-17,Playing,18.0,,,3276,46-55,Fish
1572,7833,2022-11-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3276,46-55,Fish
413,7833,2023-03-06,Playing,29.0,,,3276,46-55,Fish
252,7833,2023-05-28,Playing,,,,3276,46-55,Fish
970,7833,2023-11-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3276,46-55,Fish
1431,2813,2022-12-23,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3324,18-25,Rabbit
1476,2813,2023-01-06,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3324,18-25,Rabbit
367,1159,2023-11-22,Playing,10.0,,,3326,18-25,Cat
322,8418,2022-05-07,Walking,36.0,,,3390,56-65,Rabbit
417,8418,2022-07-20,Resting,41.0,,,3390,56-65,Rabbit
1479,8418,2022-12-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3390,56-65,Rabbit
205,8418,2022-12-30,Walking,,,,3390,56-65,Rabbit
1172,4912,2022-10-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3425,66+,Dog
502,4912,2023-06-03,Resting,33.0,,,3425,66+,Dog
1491,4912,2023-10-20,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3425,66+,Dog
1283,4912,2023-10-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3425,66+,Dog
375,5643,2023-04-28,Playing,,,,3428,56-65,Rabbit
162,5643,2023-05-31,Walking,76.0,,,3428,56-65,Rabbit
